{'weights': [0.05, 0.1, 0.85], 'tol': 0.001, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 108812.92016806721, 'shape_smoothness': 69.96278981438871, 'edge_consistency': 426605.3000372757, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.8908009079588165, 'intensity_variance_error': 0.7339871175361115, 'peak_intensity_consistency': 12.925481772731994, 'ge_normalized': 0.5244413076639393, 'ge': 240817.69531977177, 'spatial_spread_error': 13.251963356517534, 'gap_error': 0.874228652336494}
{'weights': [0.2, 0.25, 0.55], 'tol': 0.1, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 20383.608006535946, 'shape_smoothness': 55.52964439457539, 'edge_consistency': 426694.7856812167, 'edge_intensity_error': 0.2936105729135181, 'intensity_gradient_error': 0.951211503980946, 'intensity_variance_error': 0.7290329787798213, 'peak_intensity_consistency': 10.765699576655244, 'ge_normalized': 0.5384419111363774, 'ge': 178788.01751783013, 'spatial_spread_error': 11.871277381681592, 'gap_error': 0.8977197721536729}
{'weights': [0.2, 0.25, 0.55], 'tol': 0.15, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 61954.546715167555, 'shape_smoothness': 169.56492726332849, 'edge_consistency': 426422.2033897485, 'edge_intensity_error': 0.6071566359749864, 'intensity_gradient_error': 0.9202128241841329, 'intensity_variance_error': 0.8501829414928853, 'peak_intensity_consistency': 18.84535460781127, 'ge_normalized': 0.545297668517607, 'ge': 200991.07136342538, 'spatial_spread_error': 13.885964486399908, 'gap_error': 0.9041726881413453}
{'weights': [0.2, 0.25, 0.55], 'tol': 0.2, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 101554.7592436975, 'shape_smoothness': 79.98488529323397, 'edge_consistency': 426677.76927987795, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.8372579417056104, 'intensity_variance_error': 0.765739530943212, 'peak_intensity_consistency': 17.637307284768585, 'ge_normalized': 0.596185621739599, 'ge': 226869.24617628692, 'spatial_spread_error': 13.455580210780434, 'gap_error': 0.9003665089042637}
{'weights': [0.2, 0.25, 0.55], 'tol': 0.25, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 14733.103246753248, 'shape_smoothness': 45.99350973198781, 'edge_consistency': 426554.80534330383, 'edge_intensity_error': 0.231324478730776, 'intensity_gradient_error': 0.8124720805045871, 'intensity_variance_error': 0.708538551181957, 'peak_intensity_consistency': 7.879758494108039, 'ge_normalized': 0.7108687560705329, 'ge': 148564.31482245182, 'spatial_spread_error': 10.282951948197168, 'gap_error': 0.8647509410599389}
{'weights': [0.2, 0.25, 0.55], 'tol': 0.3, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 97597.84084809445, 'shape_smoothness': 30.981616151875148, 'edge_consistency': 139725.390448613, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 1.07885267177401, 'intensity_variance_error': 0.8432958072747957, 'peak_intensity_consistency': 12.822204033839919, 'ge_normalized': 0.5229381893845457, 'ge': 271805.3464181235, 'spatial_spread_error': 13.567676326869625, 'gap_error': 0.8727232658221288}
{'weights': [0.2, 0.3, 0.5], 'tol': 0.001, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 68228.41134453782, 'shape_smoothness': 116.1411311576578, 'edge_consistency': 1089665.0133079488, 'edge_intensity_error': 0.6958222105592414, 'intensity_gradient_error': 0.8432498661752924, 'intensity_variance_error': 0.5983496506805673, 'peak_intensity_consistency': 17.12909694743541, 'ge_normalized': 0.5712604821930977, 'ge': 205049.19741764176, 'spatial_spread_error': 12.871287630473708, 'gap_error': 0.9060862547159623}
{'weights': [0.2, 0.3, 0.5], 'tol': 0.005, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 27613.219354838704, 'shape_smoothness': 102.89674651956553, 'edge_consistency': 426187.509622647, 'edge_intensity_error': 0.030691924623884297, 'intensity_gradient_error': 0.9063367727313598, 'intensity_variance_error': 0.5580238081970675, 'peak_intensity_consistency': 12.15980181362301, 'ge_normalized': 0.6496460736366382, 'ge': 138577.70684478278, 'spatial_spread_error': 12.1072581565813, 'gap_error': 0.8958490630408397}
{'weights': [0.2, 0.3, 0.5], 'tol': 0.01, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 30623.75952629746, 'shape_smoothness': 41.080314031000206, 'edge_consistency': 426483.048034139, 'edge_intensity_error': 0.19524230266504686, 'intensity_gradient_error': 0.7983464562322595, 'intensity_variance_error': 0.6770397103397306, 'peak_intensity_consistency': 6.819523842656959, 'ge_normalized': 0.6500032656458475, 'ge': 158411.07267892334, 'spatial_spread_error': 10.366029170270028, 'gap_error': 0.8977270624985033}
{'weights': [0.2, 0.3, 0.5], 'tol': 0.05, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 82951.06190476191, 'shape_smoothness': 67.4495158516236, 'edge_consistency': 426598.579077198, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.919842129846216, 'intensity_variance_error': 0.7183696763288469, 'peak_intensity_consistency': 12.93223639873267, 'ge_normalized': 0.5240247622992624, 'ge': 228276.9497623278, 'spatial_spread_error': 13.30727007699634, 'gap_error': 0.8653689792415283}
{'weights': [0.2, 0.3, 0.5], 'tol': 0.1, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 14783.74641955267, 'shape_smoothness': 46.79375186146269, 'edge_consistency': 426533.48497095937, 'edge_intensity_error': 0.22829483362398592, 'intensity_gradient_error': 0.8094219672025401, 'intensity_variance_error': 0.7062639047433036, 'peak_intensity_consistency': 7.573207565226331, 'ge_normalized': 0.7272034916632878, 'ge': 147288.45965594365, 'spatial_spread_error': 10.160244012443165, 'gap_error': 0.8620053288138779}
{'weights': [0.2, 0.3, 0.5], 'tol': 0.15, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 26248.343932411677, 'shape_smoothness': 78.00069129249748, 'edge_consistency': 426856.7458524495, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 1.0045786491260098, 'intensity_variance_error': 0.8142012330298005, 'peak_intensity_consistency': 13.062870897711079, 'ge_normalized': 0.5822981084857206, 'ge': 190992.45870206368, 'spatial_spread_error': 12.935677535181151, 'gap_error': 0.8756013186184317}
{'weights': [0.2, 0.3, 0.5], 'tol': 0.2, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 17793.98835978836, 'shape_smoothness': 43.116156783516054, 'edge_consistency': 426768.42819524714, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 1.11130275411322, 'intensity_variance_error': 0.7908538595678319, 'peak_intensity_consistency': 6.866079089810989, 'ge_normalized': 0.4931671026561925, 'ge': 203940.6960170511, 'spatial_spread_error': 12.067691475716444, 'gap_error': 0.9061393726580512}
{'weights': [0.2, 0.3, 0.5], 'tol': 0.25, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 29381.10476190476, 'shape_smoothness': 124.41889274012844, 'edge_consistency': 425696.4924090458, 'edge_intensity_error': 0.341051965037987, 'intensity_gradient_error': 0.9198730723026598, 'intensity_variance_error': 0.7906742625427933, 'peak_intensity_consistency': 12.730561987167484, 'ge_normalized': 0.645832610034654, 'ge': 151972.0604495995, 'spatial_spread_error': 12.308238330487013, 'gap_error': 0.8834543571929591}
{'weights': [0.2, 0.3, 0.5], 'tol': 0.3, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 12659.52142857143, 'shape_smoothness': 120.19074955136136, 'edge_consistency': 426436.06913500093, 'edge_intensity_error': 0.09068851978764132, 'intensity_gradient_error': 0.9662889553345811, 'intensity_variance_error': 0.5426637604212268, 'peak_intensity_consistency': 11.155477003998683, 'ge_normalized': 0.5223179431673958, 'ge': 162101.87587906487, 'spatial_spread_error': 11.824497443633064, 'gap_error': 0.8909738083088453}
{'weights': [0.2, 0.35, 0.45000000000000007], 'tol': 0.001, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 60423.70270774976, 'shape_smoothness': 99.08658217172622, 'edge_consistency': 425965.2881453372, 'edge_intensity_error': 0.1366326888207606, 'intensity_gradient_error': 0.8256410578937752, 'intensity_variance_error': 0.6158391230626478, 'peak_intensity_consistency': 16.614540985099268, 'ge_normalized': 0.5357479612451654, 'ge': 229249.70003741744, 'spatial_spread_error': 13.558810698241475, 'gap_error': 0.8860874226233704}
{'weights': [0.2, 0.35, 0.45000000000000007], 'tol': 0.005, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 70116.5355742297, 'shape_smoothness': 94.76006054682044, 'edge_consistency': 1089494.493657848, 'edge_intensity_error': 0.19344540835816973, 'intensity_gradient_error': 0.8464564120891053, 'intensity_variance_error': 0.640259278143157, 'peak_intensity_consistency': 18.443357660735927, 'ge_normalized': 0.5663563474084561, 'ge': 208342.32289549292, 'spatial_spread_error': 12.827735021408243, 'gap_error': 0.8949574405872988}
{'weights': [0.2, 0.35, 0.45000000000000007], 'tol': 0.01, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 70387.89243697478, 'shape_smoothness': 95.11454478904147, 'edge_consistency': 1089297.2203689227, 'edge_intensity_error': 0.1649436596388604, 'intensity_gradient_error': 0.8408108794223675, 'intensity_variance_error': 0.635457411315148, 'peak_intensity_consistency': 16.669464820241, 'ge_normalized': 0.5408130074684395, 'ge': 216731.9526105835, 'spatial_spread_error': 13.131593300204344, 'gap_error': 0.888690084603195}
{'weights': [0.2, 0.35, 0.45000000000000007], 'tol': 0.05, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 11259.130158730159, 'shape_smoothness': 32.74117737060758, 'edge_consistency': 426544.9806760427, 'edge_intensity_error': 0.5879502869097654, 'intensity_gradient_error': 1.066684434704631, 'intensity_variance_error': 0.8430292465548567, 'peak_intensity_consistency': 7.291613732179104, 'ge_normalized': 0.798504770555322, 'ge': 159379.89787511187, 'spatial_spread_error': 12.442101767201436, 'gap_error': 0.8503743919875434}
{'weights': [0.2, 0.35, 0.45000000000000007], 'tol': 0.1, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 99298.56199677939, 'shape_smoothness': 30.679569054597334, 'edge_consistency': 139671.9719896434, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 1.0905974403830356, 'intensity_variance_error': 0.8327068802982397, 'peak_intensity_consistency': 12.693697947847674, 'ge_normalized': 0.5274663004139305, 'ge': 270452.90819427307, 'spatial_spread_error': 13.719041821971876, 'gap_error': 0.877116782592926}
{'weights': [0.2, 0.35, 0.45000000000000007], 'tol': 0.15, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 72011.175, 'shape_smoothness': 219.35534427334838, 'edge_consistency': 426628.3801475972, 'edge_intensity_error': 0.21580489925509924, 'intensity_gradient_error': 0.9944837536857426, 'intensity_variance_error': 0.49991775928260784, 'peak_intensity_consistency': 19.298958925613164, 'ge_normalized': 0.5389505269143392, 'ge': 183924.44363642158, 'spatial_spread_error': 14.50519661826909, 'gap_error': 0.9028376346150311}
{'weights': [0.2, 0.35, 0.45000000000000007], 'tol': 0.2, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 29429.603910068425, 'shape_smoothness': 54.91775851320574, 'edge_consistency': 426421.7079742646, 'edge_intensity_error': 0.5025859427320706, 'intensity_gradient_error': 0.813146519328753, 'intensity_variance_error': 0.692955849425224, 'peak_intensity_consistency': 9.90186062982746, 'ge_normalized': 0.6741309487888509, 'ge': 150638.80645759325, 'spatial_spread_error': 9.964537280604885, 'gap_error': 0.8673782204330328}
{'weights': [0.2, 0.35, 0.45000000000000007], 'tol': 0.25, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 18182.561288515408, 'shape_smoothness': 48.70157568234186, 'edge_consistency': 426943.0299727972, 'edge_intensity_error': 0.307472471803312, 'intensity_gradient_error': 1.0167149500369288, 'intensity_variance_error': 0.7462978769204395, 'peak_intensity_consistency': 8.49838889948048, 'ge_normalized': 0.6681582622397388, 'ge': 159835.23509788062, 'spatial_spread_error': 10.946691061126463, 'gap_error': 0.8413415789920471}
{'weights': [0.2, 0.35, 0.45000000000000007], 'tol': 0.3, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 49410.05238095238, 'shape_smoothness': 145.36043304444522, 'edge_consistency': 425120.7491731667, 'edge_intensity_error': 0.16259333853365923, 'intensity_gradient_error': 1.0345525561350544, 'intensity_variance_error': 0.7349883199731656, 'peak_intensity_consistency': 16.255163253905256, 'ge_normalized': 0.5833719572282052, 'ge': 207290.42238265974, 'spatial_spread_error': 13.996697574930147, 'gap_error': 0.8913415124150766}
{'weights': [0.2, 0.39999999999999997, 0.4000000000000001], 'tol': 0.001, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 36499.49593385742, 'shape_smoothness': 53.78969223016586, 'edge_consistency': 426836.98018011096, 'edge_intensity_error': 0.5109843328095169, 'intensity_gradient_error': 0.826961302046873, 'intensity_variance_error': 0.6528181499485549, 'peak_intensity_consistency': 10.64347354399613, 'ge_normalized': 0.6212331435474515, 'ge': 156703.75261202294, 'spatial_spread_error': 10.106948158394346, 'gap_error': 0.8717827119693897}
{'weights': [0.2, 0.39999999999999997, 0.4000000000000001], 'tol': 0.005, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 67452.35339635854, 'shape_smoothness': 94.73855907823464, 'edge_consistency': 1089305.0014146473, 'edge_intensity_error': 0.1613367549280118, 'intensity_gradient_error': 0.8405050012494663, 'intensity_variance_error': 0.634226890809158, 'peak_intensity_consistency': 16.71506450076463, 'ge_normalized': 0.5395247587452129, 'ge': 217500.47306722714, 'spatial_spread_error': 13.210783280315553, 'gap_error': 0.8865306739979942}
{'weights': [0.2, 0.39999999999999997, 0.4000000000000001], 'tol': 0.01, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 19676.15141133376, 'shape_smoothness': 91.72862139933711, 'edge_consistency': 426292.8688659806, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 1.0082895963299485, 'intensity_variance_error': 0.8067104074810807, 'peak_intensity_consistency': 11.36219160675507, 'ge_normalized': 0.555922457876341, 'ge': 197152.18025309476, 'spatial_spread_error': 12.224738170399752, 'gap_error': 0.9001597116932641}
{'weights': [0.2, 0.39999999999999997, 0.4000000000000001], 'tol': 0.05, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 82219.9623716153, 'shape_smoothness': 101.13172742989015, 'edge_consistency': 425714.03458135837, 'edge_intensity_error': 0.18204218081780188, 'intensity_gradient_error': 0.8293003075035084, 'intensity_variance_error': 0.6785381766008269, 'peak_intensity_consistency': 17.58551420906248, 'ge_normalized': 0.5715229121059232, 'ge': 208924.73125003526, 'spatial_spread_error': 12.753516639708899, 'gap_error': 0.8945879550257237}
{'weights': [0.2, 0.39999999999999997, 0.4000000000000001], 'tol': 0.1, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 31246.51586021505, 'shape_smoothness': 40.86545474993532, 'edge_consistency': 426408.76094923425, 'edge_intensity_error': 0.11252349988330586, 'intensity_gradient_error': 0.7948457593726714, 'intensity_variance_error': 0.6835238579388707, 'peak_intensity_consistency': 7.130815993024036, 'ge_normalized': 0.6587174377382307, 'ge': 154856.0708862793, 'spatial_spread_error': 10.271526563795335, 'gap_error': 0.887061352157239}
{'weights': [0.2, 0.39999999999999997, 0.4000000000000001], 'tol': 0.15, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 16618.042424242423, 'shape_smoothness': 105.58721900720356, 'edge_consistency': 425939.0741057964, 'edge_intensity_error': 0.04664836704323531, 'intensity_gradient_error': 1.0449254465118967, 'intensity_variance_error': 0.6057943716996879, 'peak_intensity_consistency': 10.754188990148926, 'ge_normalized': 0.5213285651655888, 'ge': 179370.05804500877, 'spatial_spread_error': 12.585694520498619, 'gap_error': 0.8642411978018769}
{'weights': [0.2, 0.39999999999999997, 0.4000000000000001], 'tol': 0.2, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 23350.83968253968, 'shape_smoothness': 72.37035595353173, 'edge_consistency': 425954.9908934265, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 1.1913410604790915, 'intensity_variance_error': 0.7590656574405005, 'peak_intensity_consistency': 11.379235759953595, 'ge_normalized': 0.5377685194022773, 'ge': 198468.0151224342, 'spatial_spread_error': 13.081390362398205, 'gap_error': 0.8533496356137732}
{'weights': [0.2, 0.39999999999999997, 0.4000000000000001], 'tol': 0.25, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 31313.414285714287, 'shape_smoothness': 41.19311687041385, 'edge_consistency': 426408.77566866594, 'edge_intensity_error': 0.12772792043144254, 'intensity_gradient_error': 0.7956975838742163, 'intensity_variance_error': 0.683544317838792, 'peak_intensity_consistency': 7.141881108933153, 'ge_normalized': 0.65823540787448, 'ge': 154903.43607624198, 'spatial_spread_error': 10.247358499554387, 'gap_error': 0.8870891872531969}
{'weights': [0.2, 0.39999999999999997, 0.4000000000000001], 'tol': 0.3, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 33988.19017857143, 'shape_smoothness': 71.43779942459624, 'edge_consistency': 426604.0011275416, 'edge_intensity_error': 0.1483866266871766, 'intensity_gradient_error': 0.9639097497692767, 'intensity_variance_error': 0.8313868071958983, 'peak_intensity_consistency': 8.55390900259584, 'ge_normalized': 0.6889776679610247, 'ge': 176648.77860987143, 'spatial_spread_error': 11.68696153763337, 'gap_error': 0.815007421978787}
{'weights': [0.2, 0.44999999999999996, 0.3500000000000001], 'tol': 0.001, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 60279.58618113913, 'shape_smoothness': 98.64030403513432, 'edge_consistency': 425972.3526209853, 'edge_intensity_error': 0.1345933582275757, 'intensity_gradient_error': 0.8227402578077742, 'intensity_variance_error': 0.6156504563539275, 'peak_intensity_consistency': 16.668689063682393, 'ge_normalized': 0.5354238840545323, 'ge': 228592.42215353597, 'spatial_spread_error': 13.563431501127326, 'gap_error': 0.8859031019815333}
{'weights': [0.2, 0.44999999999999996, 0.3500000000000001], 'tol': 0.005, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 30982.57142857143, 'shape_smoothness': 64.22275574066413, 'edge_consistency': 1090391.5483976172, 'edge_intensity_error': 0.09647563788307645, 'intensity_gradient_error': 0.7861999748835067, 'intensity_variance_error': 0.5890474530399836, 'peak_intensity_consistency': 8.236291113034804, 'ge_normalized': 0.5384553178244285, 'ge': 171001.62167868027, 'spatial_spread_error': 10.638605338544721, 'gap_error': 0.8490852575280495}
